id,tmdb_id,imdb_id,title,original_title,adult,belongs_to_collection,budget,genres,homepage,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,vote_average,vote_count
the+great+mouse+detective+1986,9994,tt0091149,The Great Mouse Detective,The Great Mouse Detective,False,NAN,14000000,Comedy|Animation|Family,http://movies.disney.com/the-great-mouse-detective,en,When the diabolical Professor Ratigan kidnaps London's master toymaker  the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.,11.183924,/7p2ekrptHyB2qPLwVkq7vvZL7mz.jpg,Walt Disney Pictures|Silver Screen Partners II,United States of America,1986-07-02,38625550,74,English,Released,6.9,334
death+becomes+her+1992,9374,tt0104070,Death Becomes Her,Death Becomes Her,False,NAN,55000000,Fantasy|Comedy,null,en,Madeline is married to Ernest  who was once arch-rival Helen's fiance. After recovering from a mental breakdown  Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone  the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot.,11.017417,/qNIkecw9i44ljTJaMfkdeyLc4vB.jpg,Universal Pictures,United States of America,1992-07-30,149022650,104,English,Released,6.3,655
made+in+america+1993,12121,tt0107478,Made in America,Made in America,False,NAN,22000000,Comedy,null,en,A young black woman discovers that her father was a sperm donor  and if that weren't bad enough  he's white.,5.43085,/8swGX78Q5s7z47MRByf1E8MUNqP.jpg,Regency Enterprises|Warner Bros.,France|United States of America,1993-05-27,0,111,English,Released,5.3,86
top+hat+1935,3080,tt0027125,Top Hat,Top Hat,False,NAN,609000,Comedy|Music|Romance,null,en,Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel  much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace.,7.122093,/ltPxlajqLOokKahBG8LXBnCESXk.jpg,RKO Radio Pictures,United States of America,1935-09-06,3202000,101,English|Italiano,Released,7.4,62
the+greatest+show+on+earth+1952,27191,tt0044672,The Greatest Show on Earth,The Greatest Show on Earth,False,NAN,4000000,Action|Drama|Romance,null,en,To ensure a full profitable season  circus manager Brad Braden engages The Great Sebastian  though this moves his girlfriend Holly from her hard-won center trapeze spot. Holly and Sebastian begin a dangerous one-upmanship duel in the ring  while he pursues her on the ground.,4.011363,/2Zh8VfgVgTIeqwhmmPGkNzesNV.jpg,Paramount Pictures,United States of America,1952-01-10,36000000,152,English|Deutsch,Released,6.6,51
the+lord+of+the+rings+1978,123,tt0077869,The Lord of the Rings,The Lord of the Rings,False,The Lord of the Rings Animated Collection,4000000,Fantasy|Drama|Animation|Adventure,null,en,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,7.914795,/1l3WpoF7TX9pOprX4XepCXjQXUV.jpg,United Artists|Fantasy Films,United States of America,1978-11-15,30471420,132,English,Released,6.1,187
spider-man+2002,557,tt0145487,Spider-Man,Spider-Man,False,Spider-Man Collection,139000000,Fantasy|Action,http://www.sonypictures.com/movies/spider-man/,en,After being bitten by a genetically altered spider  nerdy high school student Peter Parker is endowed with amazing powers.,29.413341,/rZd0y1X1Gw4t5B3f01Qzj8DYY66.jpg,Columbia Pictures|Marvel Enterprises,United States of America,2002-05-01,821708551,121,English,Released,6.8,5398
fantastic+voyage+1966,2161,tt0060397,Fantastic Voyage,Fantastic Voyage,False,NAN,5115000,Adventure|Science Fiction,null,en,The science of miniaturization has been unlocked  and the army has big plans. But when a scientist carrying the secret of the process is injured in a surprise attack  a life-threatening blood clot puts him into a coma. Now  a team of adventurers will have to use the technology to travel inside his body and destroy the clot.,12.53841,/hZRYghurxiVXzkSe0JLtfIaOwM0.jpg,Twentieth Century Fox Film Corporation,United States of America,1966-08-24,12000000,100,English,Released,6.7,108
hairspray+2007,2976,tt0427327,Hairspray,Hairspray,False,NAN,50000000,Family|Comedy|Music|Romance,http://www.hairspraymovie.com/,en,Pleasantly plump teenager  Tracy Turnblad and her best friend  Penny Pingleton audition to be on The Corny Collins Show – and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy  it turns to chaos.,7.768045,/ndOpIx4BXpFCRRIxgMoGHxZxlE9.jpg,New Line Cinema|Ingenious Film Partners|Offspring Entertainment|Zadan / Meron Productions,United Kingdom|United States of America,2007-07-13,90450008,117,English,Released,6.5,738
pat+and+mike+1952,33575,tt0045012,Pat and Mike,Pat and Mike,False,NAN,0,Comedy|Drama|Romance,null,en,Pat Pemberton (Hepburn) is a brilliant athlete  except when her domineering fiancé is around. The ladies golf championship is in her reach until she gets flustered by his presence at the final holes. He wants them to get married and forget the whole thing  but she cannot give up on herself that easily. She enlists the help of Mike Conovan (Tracy)  a slightly shady sports promoter. Together they face mobsters  a jealous boxer (Aldo Ray)  and a growing mutual attraction.,2.415004,/rpt5A4KhWuIbfXqE8iA09PtwlhC.jpg,Metro-Goldwyn-Mayer (MGM),United States of America,1952-06-13,0,95,English,Released,5.9,18
avatar+2009,19995,tt0499549,Avatar,Avatar,False,Avatar Collection,237000000,Action|Adventure|Fantasy|Science Fiction,http://www.avatarmovie.com/,en,In the 22nd century  a paraplegic Marine is dispatched to the moon Pandora on a unique mission  but becomes torn between following orders and protecting an alien civilization.,185.070892,/kmcqlZGaSh20zpTbuoF0Cdn07dT.jpg,Ingenious Film Partners|Twentieth Century Fox Film Corporation|Dune Entertainment|Lightstorm Entertainment,United States of America|United Kingdom,2009-12-10,2787965087,162,English|Español,Released,7.2,12114
love+and+death+1975,11686,tt0073312,Love and Death,Love and Death,False,NAN,3000000,History|Comedy,null,en,Set in 19th-century Russia  Allen is a cowardly serf drafted into the Napoleonic war  who would rather write poetry and obsess over his beautiful but pretentious cousin. Allen's cowardice serves him well when he hides in a cannon and is shot into a tent of French soldiers  making him a national hero. A hilarious parody of Russian literature  Love and Death is a must-see for fans of Allen's films.,5.165666,/qRNisGLmcHoEvMjzcvVlcdCnOhO.jpg,United Artists,United States of America,1975-06-10,20173742,85,English,Released,7.5,176
man+of+the+century+1999,98480,tt0138537,Man Of The Century,Man Of The Century,False,NAN,0,Romance|Comedy,null,en,Fantasy-comedy about a young man who lives as if it is 1928 or so  and his encounters with modern-day women and modern-day criminals.,0.007829,/JlFXTNSb9OSxg9GYBC3VbWhMIw.jpg,Jubilee Pictures Corporation|Sun-Telegram Pictures,United States of America,1999-10-29,33031,80,English,Released,0.0,0
american+pie+2+2001,2770,tt0252866,American Pie 2,American Pie 2,False,American Pie Collection,30000000,Comedy|Romance,null,en,The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen  even if the preparation doesn't always go to plan. Especially when Stifler  Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...,10.25103,/q4LNgUnRfltxzp3gf1MAGiK5LhV.jpg,Universal Pictures|Liveplanet|Zide-Perry Productions,United States of America,2001-08-10,287553595,108,English,Released,6.0,1375
mulholland+drive+2001,1018,tt0166924,Mulholland Drive,Mulholland Drive,False,NAN,15000000,Thriller|Drama|Mystery,null,en,After a car wreck on the winding Mulholland Drive renders a woman amnesic  she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.,18.184056,/oKyY4TFaLjQTgyX8oRde82GinOw.jpg,Asymmetrical Productions|Les Films Alain Sarde|Babbo Inc.|The Picture Factory|Canal+,France|United States of America,2001-05-16,20117339,147,Español|English,Released,7.7,1517
the+manchurian+candidate+1962,982,tt0056218,The Manchurian Candidate,The Manchurian Candidate,False,NAN,80000000,Mystery|Thriller,null,en,The Manchurian Candidate is a political thriller from American director John Frankenheimer. An American soldier is brainwashed into being a killer for the communist Russians during the Korean War.,7.991677,/4LlR1NazZLhD55podBd7VAUGyTp.jpg,United Artists|MC Productions,United States of America,1962-10-24,96105910,126,English,Released,7.7,188
the+7th+voyage+of+sinbad+1958,15515,tt0051337,The 7th Voyage of Sinbad,The 7th Voyage of Sinbad,False,The Sinbad Collection,650000,Action|Adventure|Family|Fantasy,null,en,When a princess is shrunken by an evil wizard  Sinbad must undertake a quest to an island of monsters to cure her and prevent a war.,11.118379,/mzEFF9YRN13HLz6Cq7jMYR8aHVb.jpg,Columbia Pictures Corporation|Morningside Productions,United States of America,1958-12-05,0,88,English,Released,6.8,52
man+on+the+moon+1999,1850,tt0125664,Man on the Moon,Man on the Moon,False,NAN,82000000,Comedy|Drama|Romance,http://www.universalpictures.com/manonthemoon/,en,A film about the life and career of the eccentric avant-garde comedian  Andy Kaufman.,13.217419,/otB2n1cXZ6ASbbRSwKm0Ze7kcNn.jpg,Mutual Film Company,United States of America,1999-12-22,47434430,118,English,Released,6.9,444
the+babadook+2014,242224,tt2321549,The Babadook,The Babadook,False,NAN,2000000,Drama|Thriller|Horror,http://thebabadook.com/,en,A single mother  plagued by the violent death of her husband  battles with her son's fear of a monster lurking in the house  but soon discovers a sinister presence all around her.,8.832788,/ohg11LlgBhuM2HKDslUpXSXjO6p.jpg,South Australian Film Corporation|Screen Australia|Smoking Gun Productions|Causeway Films,Canada|Australia,2014-05-22,6676471,93,English,Released,6.5,1890
american+movie+1999,14242,tt0181288,American Movie,American Movie,False,NAN,0,Documentary,null,en,AMERICAN MOVIE is the story of filmmaker Mark Borchardt  his mission  and his dream. Spanning over two years of intense struggle with his film  his family  financial decline  and spiritual crisis  AMERICAN MOVIE is a portrayal of ambition  obsession  excess  and one man's quest for the American Dream.,5.964323,/y8dJgWr1HeW0RRxwANDWvgIXdsF.jpg,Civilian Pictures|Bluemark Productions|C-Hundred Film Corporation,United States of America,1999-11-05,0,107,English,Released,7.7,57
enlightenment+guaranteed+2000,29507,tt0177749,Enlightenment Guaranteed,Erleuchtung Garantiert,False,NAN,0,Comedy,null,de,Two middle aged German brothers - one New Age and recently divorced  the other uptight and sceptical - travel to a Zen monastery in Japan in search of enlightenment  or perhaps just in search of themselves.,1.026911,/40NdSAZki8sLcpwTiapioOc9nQx.jpg,NAN,Germany,2000-01-20,0,109,Deutsch|日本語,Released,6.8,4
creature+from+the+black+lagoon+1954,10973,tt0046876,Creature from the Black Lagoon,Creature from the Black Lagoon,False,Creature From The Black Lagoon (Universal Series),0,Adventure|Horror|Science Fiction,null,en,A scientific expedition searching for fossils along the Amazon River discover a prehistoric Gill-Man in the legendary Black Lagoon. The explorers capture the mysterious creature  but it breaks free. The Gill-Man returns to kidnap the lovely Kay  fiancée of one of the expedition  with whom it has fallen in love.,7.390658,/hQ3k0gAh2Hv2uqrMff0gqxZDJKy.jpg,Universal International Pictures (UI),United States of America,1954-03-05,1300000,79,English,Released,6.7,152
the+killing+fields+1984,625,tt0087553,The Killing Fields,The Killing Fields,False,NAN,14400000,War|Drama|History,null,en,The Killing Fields tells the real life story of a friendship between two journalists  an American and a Cambodian  during the bloody Khmer Rouge takeover of Cambodia in 1975  which lead to the death of 2-3 million Cambodians during the next four years  until Pol Pot's regime was toppled by the intervening Vietnamese in 1979.,11.460364,/pzSdpgnjJi79UboweTlFDQmRq7M.jpg,Goldcrest Films International|International Film Investors|Enigma Productions,United Kingdom,1984-11-02,34700291,141,Português|English|Français|Magyar|,Released,7.5,180
rosie+1998,103793,tt0163185,Rosie,Rosie,False,NAN,0,NAN,null,nl,In a juvenile lockup  a new ward answers questions: she's Rosie  13  no parents  a sister Irene  a brother Michel. In flashbacks we find out what happened. She lives with Irene  who's 27  whom Rosie knows is in fact her mother  but that's their secret. Irene's brother Michel  unemployed  a compulsive gambler  comes to stay with them. Around then  Irene meets Bernard; they come to care for each other. This leaves Rosie without attention  so she puts all her adolescent hopes and romantic fantasies into a relationship with Jimi  a good looking kid she sees on a bus. Is it adventures with Jimi that land her in juvie? Once she's there  why doesn't he answer her letters?,0.100686,/ydSOyC95do1ELcf11kk1xldTGmM.jpg,NAN,NAN,1998-11-18,0,0,Nederlands,Released,5.0,2
why+we+fight+2005,14286,tt0436971,Why We Fight,Why We Fight,False,NAN,0,Documentary|Drama|History,http://www.sonyclassics.com/whywefight,en,Is American foreign policy dominated by the idea of military supremacy? Has the military become too important in American life? Jarecki's shrewd and intelligent polemic would seem to give an affirmative answer to each of these questions.,6.908381,/kfOmnlwt1rrhxmxc05X3i9mHSOs.jpg,NAN,Canada|Denmark|France|United Kingdom|United States of America,2005-01-01,0,98,Deutsch|العربية|English,Released,7.8,33
the+arrow+1997,19665,tt0118641,The Arrow,The Arrow,False,NAN,7800000,Documentary|Drama,null,en,This series tells the story of the world's fastest fighter plane ever built  in 1950's Canada  and how the project was dropped due to political pressure from the United States.,0.573198,/ifUbKmM2gPnoSkvQUxz8j5LiTwj.jpg,The Film Works|Manitoba Film & Sound Development Corporation,Canada,1997-01-12,0,180,English|Français,Released,4.7,3
glory+road+2006,9918,tt0385726,Glory Road,Glory Road,False,NAN,0,Drama,null,en,In 1966  Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.,5.244654,/n8T6PW24l9fjYebZYyXWO0COJZ9.jpg,Walt Disney Pictures,United States of America,2006-01-13,42647449,118,English,Released,7.2,145
carnival+of+souls+1962,16093,tt0055830,Carnival of Souls,Carnival of Souls,False,NAN,30000,Horror|Mystery,null,en,Mary Henry ends up the sole survivor of a fatal car accident through mysterious circumstances. Trying to put the incident behind her  she moves to Utah and takes a job as a church organist. But her fresh start is interrupted by visions of a fiendish man. As the visions begin to occur more frequently  Mary finds herself drawn to the deserted carnival on the outskirts of town. The strangely alluring carnival may hold the secret to her tragic past.,9.505439,/9ddPGH7kMe81xznwIKCt17VFUPi.jpg,Harcourt Productions,United States of America,1962-09-26,0,78,English,Released,6.7,94
freddy+got+fingered+2001,13166,tt0240515,Freddy Got Fingered,Freddy Got Fingered,False,NAN,0,Comedy,null,en,An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave  he begins to spread rumors that his father is sexually abusing Freddy.,7.187919,/j9OW0LoLHxTokSssf1gGe5P1GUY.jpg,Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures|MBST/Lloyd Productions,United States of America,2001-04-18,0,87,English,Released,4.5,117
agnes+browne+1999,15506,tt0160509,Agnes Browne,Agnes Browne,False,NAN,0,Drama,null,en,When Agnes Browne's husband died  she discovered something amazing... Herself.,6.485631,/n7VbmERQZKTedbdHjRrURMA7hbM.jpg,NAN,NAN,1999-11-08,0,92,English,Released,6.3,9
duck+soup+1933,3063,tt0023969,Duck Soup,Duck Soup,False,NAN,0,Comedy,null,en,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,6.819957,/jy4DJN8pKmEz4UNjCGiFaJuMfDJ.jpg,Paramount Pictures,United States of America,1933-11-17,0,68,English,Released,7.6,170
the+chamber+1996,6346,tt0115862,The Chamber,The Chamber,False,NAN,50000000,Crime|Drama,null,en,Having survived the hatred and bigotry that was his Klansman grandfather's only legacy  young attorney Adam Hall seeks at the last minute to appeal the old man's death sentence for the murder of two small Jewish boys 30 years before. Only four weeks before Sam Cayhall is to be executed  Adam meets his grandfather for the first time in the Mississippi prison which has held him since the crime. The meeting is predictably tense when the educated  young Mr. "Hall" confronts his venom-spewing elder  Mr. "Cayhall " about the murders. The next day  headlines run proclaiming Adam the grandson who has come to the state to save his grandfather  the infamous Ku Klux Klan bomber. While the old man's life lies in the balance  Adam's motivation in fighting this battle becomes clear as the story unfolds. Not only does he fight for his grandfather  but perhaps for himself as well. He has come to heal the wounds of his own father's suicide...,3.998494,/dHwB9Fn2uBEkxkMZZxWpxMGrhL3.jpg,Imagine Entertainment|Universal Pictures|Davis Entertainment,United States of America,1996-10-11,22540359,113,English|Polski,Released,5.9,62
napoleon+dynamite+2004,8193,tt0374900,Napoleon Dynamite,Napoleon Dynamite,False,NAN,400000,Comedy,null,en,A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school  while he must deal with his bizarre family life back home.,10.287419,/s0yuDUKiAJNl5XkO9OT4aFwnA3I.jpg,Paramount Pictures|Fox Searchlight Pictures|MTV Films|Access Films|Napoleon Pictures Limited|Carnival Films,United States of America,2004-06-11,46118097,95,English,Released,6.7,567
agent+cody+banks+2003,10923,tt0313911,Agent Cody Banks,Agent Cody Banks,False,Agent Cody Banks Collection,28000000,Action,null,en,Recruited by the U.S. government to be a special agent  nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona  Cody struggles with teen angst.,10.445141,/bVw0GpAhBvnlZcySdmNvwmcHgjO.jpg,Splendid Pictures|Maverick Films|Metro-Goldwyn-Mayer (MGM)|Dylan Sellers Productions|Madacy Entertainment,Canada|United States of America,2003-03-14,58795814,102,English,Released,5.0,289
waynes+world+2+1993,8873,tt0108525,Wayne's World 2,Wayne's World 2,False,Wayne's World Collection,0,Music|Comedy,null,en,A message from Jim Morrison in a dream prompts cable access TV stars Wayne and Garth to put on a rock concert  "Waynestock " with Aerosmith as headliners. But amid the preparations  Wayne frets that a record producer is putting the moves on his girlfriend  Cassandra  while Garth handles the advances of mega-babe Honey Hornee.,10.931683,/pBs9DuzWhqWX7vPjzB6AvAXKXzM.jpg,Paramount Pictures,United States of America,1993-12-10,47965000,95,广州话 / 廣州話|English,Released,5.8,281
the+hitchhikers+guide+to+the+galaxy+2005,7453,tt0371724,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,False,NAN,50000000,Adventure|Comedy|Family|Science Fiction,null,en,Mere seconds before the Earth is to be demolished by an alien construction crew  Arthur Dent is swept off the planet by his friend Ford Prefect  a researcher penning a new edition of "The Hitchhiker's Guide to the Galaxy.",13.257255,/fOb4cJMhnZ11BoHNUii3Vcfo3XU.jpg,Spyglass Entertainment|Everyman Pictures|Hammer & Tongs|Touchstone Pictures,United States of America,2005-01-15,104478416,109,English,Released,6.6,1340
sunset+boulevard+1950,599,tt0043014,Sunset Boulevard,Sunset Boulevard,False,NAN,1752000,Drama,null,en,A hack screenwriter writes a screenplay for a former silent-film star who has faded into Hollywood obscurity.,11.709777,/oFwzvRgfxJc0FUr2mwYTi10dk3G.jpg,Paramount Pictures,United States of America,1950-08-10,5000000,110,English,Released,8.2,533
clockers+1995,20649,tt0112688,Clockers,Clockers,False,NAN,25000000,Mystery|Crime|Drama,null,en,Strike is a young city drug pusher under the tutelage of drug-lord Rodney Little.When a night man at a fast-food restaurant is found with four bullets in his body  Strike's older brother turns himself in as the killer. Det. Rocco Klein doesn't buy the story  however  and sets out to find the truth  and it seems that all the fingers point toward Strike &amp; Rodney.,4.558992,/ugGhvQoGBrefqmkeBvBgT4YVCRk.jpg,Universal Pictures|40 Acres & A Mule Filmworks,United States of America,1995-09-15,13071518,128,English,Released,6.8,69
nashville+1975,3121,tt0073440,Nashville,Nashville,False,NAN,2200000,Drama|Music,null,en,This movie tells the intersecting stories of various people connected to the music business in Nashville. Barbara Jean is the reigning queen of Nashville but is near collapse. Linnea and Delbert Reese have a shaky marriage and 2 deaf children. Opal is a British journalist touring the area. These and other stories come together in a dramatic climax.,9.042678,/bGnArVmtOqBqU5TDGi5DewcDKQd.jpg,Paramount Pictures|American Broadcasting Company (ABC)|ABC Entertainment,United States of America,1975-06-11,0,159,English,Released,7.2,79
jiro+dreams+of+sushi+2011,80767,tt1772925,Jiro Dreams of Sushi,Jiro Dreams of Sushi,False,NAN,0,Documentary,http://www.magpictures.com/jirodreamsofsushi/,en,JIRO DREAMS OF SUSHI is the story of 85 year-old Jiro Ono  considered by many to be the world’s greatest sushi chef. He is the proprietor of Sukiyabashi Jiro  a 10-seat  sushi-only restaurant inauspiciously located in a Tokyo subway station. Despite its humble appearances  it is the first restaurant of its kind to be awarded a prestigious 3 star Michelin review  and sushi lovers from around the globe make repeated pilgrimage  calling months in advance and shelling out top dollar for a coveted seat at Jiro’s sushi bar.,7.789413,/b4kKfthVn6V7U2GwJKiEDlDRgyp.jpg,Sundial Pictures|Preferred Content,United States of America,2011-06-11,2550508,82,日本語,Released,7.8,239
a+sound+of+thunder+2005,10077,tt0318081,A Sound of Thunder,A Sound of Thunder,False,NAN,80000000,Thriller|Science Fiction|Adventure|Action,http://asoundofthunder.warnerbros.com/,en,When a hunter sent back to the prehistoric era runs off the path he must not leave  he causes a chain reaction that alters history in disastrous ways.,4.980191,/gsqOX1ReJ5lcmTuDdkhOXLug8Ug.jpg,Epsilon Motion Pictures|Franchise Pictures|Baldwin Entertainment Group|Dante Entertainment|Crusader Entertainment|ETIC Films|Forge|QI Quality International GmbH Co. KG|Signature Pictures|ApolloMedia Distribution|Coco|Film 111|Jericho Productions Ltd.|MFF (Sound of Thunder)|Matrix Film Finance|Scenario Lane Productions,Czech Republic|Germany|United Kingdom|United States of America,2005-05-15,5989640,110,English|普通话,Released,4.8,111
a+mighty+heart+2007,1988,tt0829459,A Mighty Heart,A Mighty Heart,False,NAN,16000000,Drama|Thriller,http://www.amightyheartmovie.com/,en,Based on Mariane Pearl's account of the terrifying and unforgettable story of her husband  Wall Street Journal reporter Danny Pearl's life and death.,16.770196,/eFhsNdOjLk5sAEaEMcvRpnKc19c.jpg,Plan B Entertainment|Revolution Films|Paramount Vantage,France|United Kingdom|Pakistan|United States of America,2007-01-01,18928871,100,English|Français|اردو,Released,6.7,97
the+visitors+1993,11687,tt0108500,The Visitors,Les visiteurs,False,The Visitors Collection,0,Fantasy|Comedy|Science Fiction,null,fr,This outrageous time-travel comedy follows the misadventures of a wacky medieval knight (Jean Reno) and his faithful servant when they are accidentally transported to contemporary times by a senile sorcererMayhem rules as these 12th-century visitors try adapting to the wildly confusing modern world. To avoid being stuck here for good  however  they soon begin an all-out cosmic assault on their former castle -- now a luxury hotel -- in their quest to return to the past,7.326169,/tKCeoKQzf5kwaAMBkfhLyphuJeL.jpg,Canal Plus|Gaumont International|France 3 Cinema,France,1993-01-27,0,107,Français,Released,7.1,433
baraka+1992,14002,tt0103767,Baraka,Baraka,False,NAN,4000000,Documentary,http://en.wikipedia.org/wiki/Baraka_(film),en,This is a paralyzingly beautiful documentary with a global vision: an odyssey through landscape and time  that is an attempt to capture the essence of life.,9.925348,/5ZNf6N5rtLYotZKi03QXqJ3FuvD.jpg,Magidson Films,United States of America,1992-09-15,0,96,English,Released,8.0,156
the+perez+family+1995,63020,tt0114113,The Perez Family,The Perez Family,False,NAN,11000000,Comedy|Drama|Romance,null,en,In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate  Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife  Carmela  whom he hasn't seen in decades.,1.433544,/paSbLkZL35t2fmdxoQNHv6ckVjw.jpg,Samuel Goldwyn Company, The,United States of America,1995-05-12,2832826,113,English,Released,6.6,9
the+searchers+1956,3114,tt0049730,The Searchers,The Searchers,False,NAN,3750000,Western,null,en,As a Civil War veteran spends years searching for a young niece captured by Indians  his motivation becomes increasingly questionable.,7.803856,/tOnLv480hVF40FU2o3vOrVotF9O.jpg,C.V. Whitney Pictures|Warner Bros.,United States of America,1956-03-13,0,119,Español|English|,Released,7.7,332
double+indemnity+1944,996,tt0036775,Double Indemnity,Double Indemnity,False,NAN,927262,Drama|Mystery|Thriller,null,en,Unsuspecting Mr. Dietrichson becomes increasingly accident prone after his icily calculating wife encourages him to sign a double indemnity policy proposed by a smooth-talking insurance agent. Against a backdrop of distinctly California settings  the partners in crime plan the perfect murder to collect the insurance. Perfect until a claims manager gets a familiar feeling of foul play and pursues the matter relentlessly.,6.49432,/nW0cCpfuGcR1JG7EinDbdL2Ijf2.jpg,Paramount Pictures,United States of America,1944-04-24,2500000,107,English,Released,8.0,425
the+eagle+has+landed+1976,11372,tt0074452,The Eagle Has Landed,The Eagle Has Landed,False,NAN,0,Adventure|Drama|Action|Thriller|War,null,en,When the Nazi high command learns in late 1943 that Winston Churchill will be spending time at a country estate in Norfolk  it hatches an audacious scheme to kidnap the prime minister and spirit him to Germany for enforced negotiations with Hitler.,10.982385,/o22XW3pFNhUy9jPzBTLipKhUg5t.jpg,ITC Entertainment|Associated General Films,United Kingdom,1976-12-24,0,135,Český|English|Deutsch|Polski|Español,Released,6.4,77
the+paper+chase+1973,14328,tt0070509,The Paper Chase,The Paper Chase,False,NAN,0,Comedy|Drama|Romance,null,en,A first-year law student struggles with balancing his coursework and his relationship with the daughter of a stern professor.,2.351669,/6NS4SOhui5HjxnNqTViqFwhqAFb.jpg,Twentieth Century Fox Film Corporation|Thompson-Paul Productions,United States of America,1973-10-16,0,113,English|Español,Released,6.7,26
milk+money+1994,8986,tt0110516,Milk Money,Milk Money,False,NAN,0,Comedy|Romance,null,en,Three young boys pool their money and pay V  a kindhearted prostitute  to strip for them. Afterward  she drives them home to the suburbs -- but then her car breaks down. It's just as well  though  because a mobster named Waltzer is after her  and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom  a single father who is unaware of her real profession.,3.770115,/94AgmLpD2NtCSwJ13rof6Bn5mfN.jpg,Paramount Pictures|The Kennedy/Marshall Company,United States of America,1994-08-31,18137661,108,English,Released,5.6,49
shaft+2000,479,tt0162650,Shaft,Shaft,False,Shaft Collection,46000000,Action|Adventure|Crime|Thriller,null,en,New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears  and Wade jumps bail for Switzerland. Two years later Wade returns to face trial  confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.,7.420019,/bqlpFp96uWu2VDpsm4MVvLXdumh.jpg,Paramount Pictures|Scott Rudin Productions,Germany|United States of America,2000-06-15,107196498,99,English|Español|Deutsch,Released,5.5,316
like+father+like+son+1987,36914,tt0093418,Like Father Like Son,Like Father Like Son,False,NAN,0,Comedy|Fantasy,null,en,Dr. Jack Hammond has best chances to become medical superintendent in the clinic. So he's completely absorbed in his work and has no understanding for his teenage son Chris' problems with school. By accident one of them drinks a brain-exchanging serum  and it switches their identities. This leads of course to extraordinary complications in school and at work  but also to insight in the problems and feelings of each other.,9.071509,/68OY9pYmKc3F2G6yxaXhxhnnFcU.jpg,TriStar Pictures|Imagine Films Entertainment,United States of America,1987-10-02,34377585,96,English,Released,5.3,39
breach+2007,4169,tt0401997,Breach,Breach,False,NAN,0,Drama|Thriller|Crime|History,http://www.breachmovie.net/,en,Eric O'Neill  a computer specialist who wants to be made an agent is assigned to clerk for Robert Hanssen  a senior agent with 25 years in the FBI  and to write down everything Hanssen does. O'Neill's told it's an investigation of Hanssen's sexual habits  however Hanssen is really suspected of spying for the Soviet Union and Russia for years and being responsible for the deaths of agents working for the United States.,6.885359,/gtpXnIrNjHPfCovjxcTZA0Dt3zh.jpg,Universal Pictures|Sidney Kimmel Entertainment|Intermedia Films|Outlaw Productions,United States of America,2007-02-12,33231264,110,English|Pусский|العربية|Latin,Released,6.5,174
hatari+1962,11385,tt0056059,Hatari!,Hatari!,False,NAN,0,Action|Adventure|Comedy,null,en,A group of men trap wild animals in Africa and sell them to zoos. Will the arrival of a female wildlife photographer change their ways?,10.921504,/ulF9l08e5fAo5A2x2KLku59csXN.jpg,Paramount Pictures|Malabar,United States of America,1962-06-19,0,157,English|Español|Kiswahili,Released,6.2,50
