user_id,age,occupation,gender
90836,26,college/grad student,M
30638,25,college/grad student,M
69910,27,sales/marketing,M
36867,31,homemaker,M
74362,25,sales/marketing,M
677,28,executive/managerial,M
66064,18,K-12 student,M
47789,33,college/grad student,M
43934,27,sales/marketing,M
67378,32,self-employed,M
43909,31,academic/educator,F
66815,28,homemaker,M
22069,28,college/grad student,M
84078,32,executive/managerial,M
138,32,college/grad student,F
87479,32,homemaker,F
65178,30,executive/managerial,M
670,21,scientist,M
92420,30,self-employed,M
43642,28,college/grad student,M
96962,84,homemaker,M
51155,11,homemaker,F
10319,33,other or not specified,M
39385,33,K-12 student,M
38765,18,sales/marketing,M
18893,32,sales/marketing,M
61535,26,college/grad student,M
46998,32,scientist,M
26034,34,sales/marketing,M
73898,29,homemaker,F
56103,31,other or not specified,F
74031,27,college/grad student,M
59968,18,sales/marketing,M
53453,31,scientist,F
9222,25,executive/managerial,M
6458,27,college/grad student,M
75229,30,college/grad student,M
66292,34,sales/marketing,M
79020,33,self-employed,M
88629,28,K-12 student,M
58237,31,academic/educator,M
62021,25,self-employed,F
64539,34,college/grad student,F
68660,27,college/grad student,M
32881,32,sales/marketing,F
102064,33,college/grad student,F
1665,29,self-employed,M
96189,26,college/grad student,M
22599,32,self-employed,F
91862,27,executive/managerial,M
50896,33,executive/managerial,M
88826,33,scientist,M
74854,25,college/grad student,M
14463,30,scientist,M
70174,30,programmer,M
77512,37,sales/marketing,M
56502,38,self-employed,F
49046,34,college/grad student,M
49848,83,executive/managerial,M
84745,30,college/grad student,M
36884,26,clerical/admin,M
26297,29,scientist,M
28317,30,college/grad student,M
61961,26,college/grad student,F
30301,43,executive/managerial,F
57189,33,college/grad student,M
90821,34,college/grad student,M
13628,26,academic/educator,M
99263,28,executive/managerial,M
36351,25,executive/managerial,M
92718,28,self-employed,M
84014,34,retired,F
36323,38,scientist,M
74411,18,K-12 student,M
85262,33,executive/managerial,F
36637,28,college/grad student,M
39171,32,executive/managerial,M
38367,33,self-employed,M
45741,31,executive/managerial,M
28423,26,scientist,M
57760,34,college/grad student,M
26377,27,college/grad student,F
71455,26,sales/marketing,M
93712,25,college/grad student,F
89510,26,self-employed,M
12545,75,retired,F
9437,26,self-employed,F
67538,28,college/grad student,M
61696,29,clerical/admin,M
55932,29,college/grad student,M
65530,27,sales/marketing,M
50682,27,scientist,F
73376,27,other or not specified,M
94430,30,executive/managerial,M
33822,27,programmer,M
34208,29,other or not specified,M
32066,26,scientist,M
96719,34,scientist,M
74190,31,self-employed,F
65802,33,other or not specified,F
65401,45,writer,F
1756,28,self-employed,M
83239,28,executive/managerial,M
26613,33,college/grad student,M
1458,34,sales/marketing,M
6416,40,executive/managerial,M
78517,27,lawyer,M
63396,26,executive/managerial,M
19668,27,executive/managerial,M
68211,30,college/grad student,F
64462,27,college/grad student,M
58713,34,executive/managerial,M
28398,39,sales/marketing,M
1158,29,college/grad student,M
60071,32,college/grad student,M
48670,24,sales/marketing,M
20293,33,self-employed,M
15720,44,executive/managerial,M
94233,42,retired,F
12649,33,sales/marketing,M
33601,29,college/grad student,F
17502,32,college/grad student,M
84726,35,academic/educator,M
50909,25,self-employed,M
56309,26,self-employed,M
53183,25,scientist,M
58514,25,college/grad student,M
57577,30,college/grad student,F
80026,26,sales/marketing,M
11277,28,college/grad student,M
15190,33,sales/marketing,F
20626,27,executive/managerial,F
57864,25,executive/managerial,M
20213,21,college/grad student,M
38819,31,executive/managerial,M
62868,18,K-12 student,F
17021,34,self-employed,M
73312,26,executive/managerial,M
54604,27,executive/managerial,M
6078,26,sales/marketing,M
103281,25,sales/marketing,F
39833,33,college/grad student,M
100611,26,executive/managerial,M
68784,31,executive/managerial,M
53082,28,college/grad student,M
97914,34,executive/managerial,M
58418,26,executive/managerial,M
96056,44,self-employed,M
51114,26,sales/marketing,M
17986,32,self-employed,F
53033,32,scientist,M
3762,32,sales/marketing,M
74487,31,sales/marketing,M
6177,30,scientist,M
73105,29,scientist,M
103172,26,programmer,M
13227,29,clerical/admin,M
20651,29,college/grad student,M
57729,29,college/grad student,F
2854,26,homemaker,F
96316,29,executive/managerial,M
9373,28,scientist,M
54377,30,homemaker,M
37023,33,scientist,F
35928,34,programmer,M
30603,25,sales/marketing,M
69081,26,executive/managerial,M
30181,33,sales/marketing,M
10812,25,executive/managerial,M
81442,19,college/grad student,M
38374,38,academic/educator,M
83797,24,self-employed,M
51712,32,homemaker,F
13557,27,college/grad student,F
79325,31,academic/educator,F
89852,25,scientist,M
45097,25,college/grad student,M
56399,26,college/grad student,M
2901,28,college/grad student,M
56335,28,executive/managerial,M
6117,32,scientist,M
68002,29,college/grad student,M
51109,30,scientist,M
24141,31,college/grad student,M
29599,25,college/grad student,M
40675,29,technician/engineer,M
95809,30,executive/managerial,M
85145,32,college/grad student,M
5644,33,executive/managerial,M
24195,25,scientist,M
9481,31,executive/managerial,M
95539,32,college/grad student,M
40252,32,college/grad student,M
30671,25,sales/marketing,M
38103,26,executive/managerial,M
51387,31,other or not specified,M
5265,28,K-12 student,M
68271,31,college/grad student,M
3942,31,homemaker,F
7716,34,executive/managerial,M
60574,27,executive/managerial,M
36749,28,homemaker,M
30318,27,college/grad student,M
30726,34,executive/managerial,M
65084,33,K-12 student,M
2787,31,scientist,M
15413,39,other or not specified,M
20256,28,college/grad student,M
19191,29,executive/managerial,M
16817,85,other or not specified,F
43587,26,college/grad student,M
47831,32,scientist,M
67323,26,college/grad student,M
7377,29,sales/marketing,F
6241,44,executive/managerial,M
16762,26,executive/managerial,M
63949,30,college/grad student,M
69260,32,scientist,M
65540,34,retired,F
92280,29,other or not specified,M
58959,28,college/grad student,M
33854,34,sales/marketing,M
93829,18,K-12 student,M
18279,33,executive/managerial,M
77642,29,academic/educator,F
73276,30,executive/managerial,M
101628,26,self-employed,M
60252,30,college/grad student,M
95268,27,self-employed,M
3120,31,other or not specified,F
41229,28,executive/managerial,M
39188,28,executive/managerial,M
26661,27,executive/managerial,M
20273,34,sales/marketing,M
81811,31,sales/marketing,M
43818,32,executive/managerial,M
37568,31,college/grad student,F
73091,30,college/grad student,M
93632,53,scientist,M
51257,32,executive/managerial,M
51527,30,scientist,M
61189,39,executive/managerial,F
99845,34,sales/marketing,M
83110,25,clerical/admin,F
62502,25,sales/marketing,M
72949,33,scientist,M
82704,29,executive/managerial,M
54435,28,college/grad student,F
81044,10,K-12 student,M
90638,27,artist,M
85512,33,other or not specified,M
53018,29,sales/marketing,M
58306,19,K-12 student,M
79897,31,college/grad student,M
38395,29,college/grad student,M
73576,28,college/grad student,M
153,32,self-employed,M
40847,41,clerical/admin,M
76919,26,technician/engineer,M
40783,27,other or not specified,M
19863,19,K-12 student,M
42075,27,college/grad student,F
37640,22,scientist,M
27166,29,sales/marketing,M
47050,30,executive/managerial,M
61253,26,technician/engineer,M
96481,25,scientist,F
75455,32,sales/marketing,M
49447,27,college/grad student,F
42287,26,college/grad student,M
13317,28,executive/managerial,M
38352,81,retired,F
80216,32,college/grad student,M
96748,37,academic/educator,M
36128,29,sales/marketing,M
69512,30,college/grad student,M
48307,33,scientist,M
70645,29,other or not specified,F
19081,29,college/grad student,M
97264,14,K-12 student,M
18985,28,college/grad student,M
25067,26,college/grad student,M
22193,55,executive/managerial,M
945,30,college/grad student,M
33352,30,executive/managerial,M
80410,33,scientist,M
25685,88,clerical/admin,M
102984,29,K-12 student,M
18272,30,college/grad student,M
12077,32,executive/managerial,M
73085,30,college/grad student,F
26702,25,college/grad student,M
21439,25,doctor/health care,M
3836,29,college/grad student,M
18531,31,sales/marketing,M
103418,29,executive/managerial,M
88320,34,sales/marketing,M
29036,33,college/grad student,M
27079,32,executive/managerial,F
2476,25,self-employed,M
57901,33,college/grad student,M
84947,28,tradesman/craftsman,M
94301,32,technician/engineer,M
18861,27,executive/managerial,M
22706,28,college/grad student,M
20405,34,college/grad student,M
28114,27,doctor/health care,F
89421,18,sales/marketing,M
4450,42,writer,M
45488,30,college/grad student,M
11160,42,sales/marketing,F
54323,25,sales/marketing,M
74652,33,college/grad student,M
94791,27,customer service,M
84364,21,homemaker,F
100326,30,other or not specified,F
4614,33,executive/managerial,F
102011,31,college/grad student,M
45997,32,other or not specified,M
51248,28,college/grad student,F
22846,30,other or not specified,F
39594,33,executive/managerial,M
11385,80,retired,F
74544,29,self-employed,M
18240,32,college/grad student,M
24666,25,college/grad student,F
48783,26,sales/marketing,M
48815,31,artist,M
53371,16,K-12 student,M
20611,28,academic/educator,F
44494,25,executive/managerial,M
40361,28,homemaker,M
87256,82,doctor/health care,M
68194,33,executive/managerial,M
60220,18,technician/engineer,M
37854,33,executive/managerial,M
20623,28,college/grad student,M
62530,28,other or not specified,M
86344,71,retired,F
76937,29,homemaker,M
8182,30,college/grad student,M
37548,34,college/grad student,M
43854,32,college/grad student,F
76652,30,scientist,M
2940,32,college/grad student,M
101596,26,college/grad student,F
102473,33,K-12 student,M
440,27,sales/marketing,M
70452,28,executive/managerial,M
5069,31,sales/marketing,F
53643,31,executive/managerial,M
52951,20,college/grad student,M
24056,32,sales/marketing,F
32475,25,academic/educator,F
66933,33,college/grad student,M
56694,31,tradesman/craftsman,M
31261,31,homemaker,M
14805,27,college/grad student,M
92686,28,college/grad student,F
54506,33,college/grad student,F
18610,32,college/grad student,M
92249,34,other or not specified,M
84503,32,other or not specified,M
83452,26,college/grad student,M
97328,28,college/grad student,M
18972,28,sales/marketing,M
87715,32,executive/managerial,M
74904,25,sales/marketing,M
25039,31,executive/managerial,M
56438,34,executive/managerial,M
39098,33,college/grad student,F
10737,25,college/grad student,M
79347,27,clerical/admin,F
30266,28,other or not specified,M
29727,21,sales/marketing,M
12816,30,college/grad student,M
13110,34,artist,M
73320,30,other or not specified,M
3698,27,executive/managerial,M
48565,31,sales/marketing,M
93949,28,self-employed,M
87531,34,executive/managerial,M
53226,26,scientist,M
47018,25,executive/managerial,M
3873,32,executive/managerial,M
48426,27,executive/managerial,M
24733,34,college/grad student,M
44457,38,executive/managerial,M
77174,30,college/grad student,M
26682,59,executive/managerial,M
92742,38,other or not specified,M
25997,30,executive/managerial,M
10017,31,self-employed,M
86230,28,scientist,M
30775,27,programmer,M
10446,24,sales/marketing,M
43892,25,executive/managerial,M
15762,34,other or not specified,M
9356,32,college/grad student,M
52887,25,executive/managerial,M
94346,29,college/grad student,M
72846,19,scientist,F
19259,27,other or not specified,F
77308,29,other or not specified,F
61171,27,college/grad student,M
8976,30,self-employed,M
84402,23,sales/marketing,M
17390,32,college/grad student,M
3509,33,executive/managerial,M
32950,25,executive/managerial,M
55826,34,other or not specified,F
54585,33,college/grad student,M
67213,21,sales/marketing,M
77049,28,other or not specified,M
1793,30,other or not specified,F
15045,28,college/grad student,M
46291,27,scientist,M
74521,25,scientist,M
94146,28,college/grad student,M
10081,41,executive/managerial,M
39153,32,sales/marketing,M
52251,34,college/grad student,M
72752,25,college/grad student,M
103040,27,executive/managerial,M
74330,26,executive/managerial,M
24432,26,scientist,F
98147,31,scientist,M
95561,23,sales/marketing,F
63524,31,college/grad student,M
92110,29,artist,F
76913,31,sales/marketing,M
36654,28,executive/managerial,M
38451,25,college/grad student,M
26129,39,executive/managerial,M
55680,31,college/grad student,M
87069,32,executive/managerial,M
78759,31,college/grad student,M
44079,29,customer service,M
27473,34,sales/marketing,M
37358,18,scientist,F
45879,31,sales/marketing,M
6764,34,executive/managerial,M
27478,26,executive/managerial,F
57370,25,executive/managerial,M
93917,39,tradesman/craftsman,M
63440,31,homemaker,M
63509,34,college/grad student,M
41759,32,sales/marketing,M
25673,32,other or not specified,M
65337,25,academic/educator,F
78511,27,executive/managerial,M
93959,30,college/grad student,M
97389,29,college/grad student,M
74016,32,other or not specified,M
31089,36,executive/managerial,M
67927,25,executive/managerial,M
53535,34,other or not specified,M
48351,34,scientist,M
35325,30,academic/educator,F
45965,37,self-employed,M
66347,27,scientist,M
52832,29,academic/educator,M
30966,33,other or not specified,M
70888,26,sales/marketing,M
50469,27,college/grad student,M
25130,23,scientist,M
59268,25,other or not specified,F
65044,31,executive/managerial,M
35161,27,college/grad student,M
52509,30,self-employed,M
52760,43,clerical/admin,F
72650,32,other or not specified,M
78274,27,sales/marketing,M
50632,34,executive/managerial,M
32026,28,college/grad student,M
42900,30,self-employed,M
41974,32,executive/managerial,M
75066,41,academic/educator,M
103249,29,self-employed,M
16555,26,scientist,M
25727,39,executive/managerial,M
44270,29,scientist,M
67627,27,college/grad student,M
85675,17,sales/marketing,F
12221,27,college/grad student,M
65116,34,homemaker,M
100031,33,executive/managerial,M
13692,26,college/grad student,M
46245,33,college/grad student,M
78854,29,college/grad student,M
90942,26,other or not specified,M
29770,26,college/grad student,M
32575,31,executive/managerial,M
10209,25,scientist,F
78592,32,other or not specified,M
30283,52,other or not specified,M
33150,33,college/grad student,M
101765,28,sales/marketing,M
61234,32,other or not specified,M
75958,29,self-employed,M
87687,32,academic/educator,F
19672,28,executive/managerial,M
20556,18,K-12 student,M
72486,32,executive/managerial,M
31036,26,sales/marketing,M
5701,31,executive/managerial,M
86024,34,college/grad student,M
21733,23,programmer,M
82922,29,sales/marketing,M
98359,33,college/grad student,M
63327,34,college/grad student,M
85358,27,executive/managerial,M
40627,21,sales/marketing,M
27637,27,sales/marketing,M
40114,34,executive/managerial,M
66993,34,college/grad student,F
36422,33,college/grad student,M
98065,42,executive/managerial,M
78079,29,artist,F
95158,32,executive/managerial,M
100751,34,college/grad student,M
98402,30,college/grad student,M
33929,27,college/grad student,M
91444,27,college/grad student,M
1411,28,clerical/admin,M
55251,31,sales/marketing,M
38638,30,college/grad student,M
101498,43,college/grad student,M
10876,29,sales/marketing,M
14241,33,artist,F
101217,30,executive/managerial,M
82194,18,lawyer,M
3449,30,college/grad student,M
65456,28,sales/marketing,M
97507,33,executive/managerial,M
42459,31,executive/managerial,M
43244,30,sales/marketing,M
8298,33,other or not specified,M
29494,52,executive/managerial,M
93174,28,college/grad student,F
77860,28,college/grad student,F
95671,21,sales/marketing,M
74580,32,college/grad student,M
5454,34,other or not specified,M
53778,25,college/grad student,F
46587,27,executive/managerial,M
62154,18,homemaker,F
79838,30,executive/managerial,M
1260,33,college/grad student,M
65059,24,college/grad student,M
94342,31,sales/marketing,M
91756,31,scientist,M
66293,32,customer service,M
13276,30,college/grad student,F
84464,31,scientist,M
34235,34,K-12 student,M
100917,32,programmer,M
84466,25,college/grad student,M
8881,28,college/grad student,M
11318,29,sales/marketing,M
67741,31,executive/managerial,M
102169,43,other or not specified,M
51580,31,executive/managerial,F
54119,22,homemaker,M
63496,27,college/grad student,M
24850,24,college/grad student,M
9428,28,college/grad student,M
36986,27,self-employed,M
29462,24,sales/marketing,M
30940,31,sales/marketing,M
36072,28,college/grad student,M
91616,30,scientist,M
9342,26,other or not specified,M
55745,18,sales/marketing,M
51842,30,college/grad student,M
101431,25,executive/managerial,M
23582,33,executive/managerial,M
16962,34,college/grad student,M
40738,33,homemaker,M
89227,27,sales/marketing,M
20683,25,executive/managerial,M
18107,33,college/grad student,M
21096,32,sales/marketing,M
72409,34,homemaker,M
67583,27,sales/marketing,M
18942,29,college/grad student,M
12742,32,college/grad student,M
18233,28,scientist,M
39688,27,scientist,F
6712,25,customer service,M
41081,33,college/grad student,M
67698,33,clerical/admin,F
86522,33,self-employed,M
38489,27,scientist,M
13020,21,sales/marketing,M
53739,25,college/grad student,F
27288,33,academic/educator,F
19873,33,college/grad student,M
100085,28,college/grad student,F
8402,32,executive/managerial,M
2195,27,doctor/health care,M
43008,27,sales/marketing,M
98897,32,sales/marketing,M
94305,29,college/grad student,F
96943,29,self-employed,M
26365,41,other or not specified,F
90298,34,academic/educator,F
45593,24,artist,M
614,45,clerical/admin,M
86056,26,technician/engineer,M
27789,32,executive/managerial,M
46986,27,college/grad student,M
69534,26,college/grad student,M
35400,31,college/grad student,F
99744,28,sales/marketing,M
57284,24,college/grad student,M
36756,33,college/grad student,M
30459,26,self-employed,M
69690,28,sales/marketing,M
22397,25,sales/marketing,M
43555,28,college/grad student,M
80857,29,sales/marketing,M
73930,31,executive/managerial,M
78949,27,college/grad student,M
89218,30,executive/managerial,M
94842,29,scientist,M
67489,29,college/grad student,M
86711,26,self-employed,M
51225,29,executive/managerial,M
46844,28,sales/marketing,M
32420,30,college/grad student,M
102046,18,K-12 student,M
10711,18,sales/marketing,F
59540,25,executive/managerial,M
31532,29,scientist,M
87858,30,customer service,M
40770,27,scientist,M
9685,29,college/grad student,M
37970,27,self-employed,M
88661,31,executive/managerial,M
62307,31,college/grad student,M
2499,26,college/grad student,F
13707,28,executive/managerial,M
17243,18,scientist,M
39239,25,college/grad student,M
85511,31,executive/managerial,M
49374,20,unemployed,F
15770,30,other or not specified,M
37206,32,executive/managerial,M
21995,25,college/grad student,M
71264,49,artist,M
13596,31,executive/managerial,M
50028,25,self-employed,M
38975,30,college/grad student,F
92707,26,college/grad student,M
3072,26,executive/managerial,M
15859,27,college/grad student,M
73676,33,sales/marketing,M
30007,26,executive/managerial,M
7903,32,unemployed,M
13586,30,college/grad student,M
82013,31,sales/marketing,M
58886,29,academic/educator,F
52919,23,college/grad student,M
101301,34,college/grad student,M
962,28,scientist,M
53470,18,college/grad student,M
53247,30,executive/managerial,F
53086,25,academic/educator,M
28150,28,executive/managerial,M
53704,31,college/grad student,M
21326,26,scientist,M
7208,29,sales/marketing,M
10658,29,college/grad student,M
17068,18,sales/marketing,M
50312,32,scientist,M
27872,34,college/grad student,M
91059,33,college/grad student,F
35217,32,self-employed,M
39754,29,other or not specified,M
60631,64,executive/managerial,M
101228,32,college/grad student,M
61007,29,other or not specified,M
2822,29,sales/marketing,M
1437,34,self-employed,M
10832,31,artist,F
40043,29,executive/managerial,M
36700,24,programmer,M
49905,29,college/grad student,M
22631,32,scientist,M
90040,28,programmer,M
25970,31,sales/marketing,M
54955,32,sales/marketing,M
20432,26,college/grad student,M
5227,26,college/grad student,M
24715,30,scientist,M
62136,66,retired,F
89527,31,sales/marketing,M
59593,29,college/grad student,M
73467,25,college/grad student,M
12383,18,scientist,M
38713,39,academic/educator,M
91799,18,K-12 student,F
76231,26,self-employed,M
22165,19,other or not specified,M
74341,32,executive/managerial,M
45972,27,technician/engineer,M
57984,23,scientist,M
78047,19,technician/engineer,M
62338,33,executive/managerial,M
96123,20,college/grad student,F
31573,23,scientist,M
20464,31,other or not specified,M
33182,25,clerical/admin,M
40652,32,sales/marketing,M
45002,32,executive/managerial,M
17510,30,sales/marketing,M
3236,22,artist,M
8695,34,other or not specified,M
7405,28,college/grad student,F
53092,26,executive/managerial,M
24766,28,self-employed,M
16243,37,academic/educator,F
22824,25,academic/educator,F
11472,27,self-employed,M
89307,31,writer,M
22333,26,executive/managerial,M
8663,25,scientist,M
9020,31,executive/managerial,M
4807,34,college/grad student,M
86120,33,college/grad student,M
79052,26,K-12 student,M
45122,27,executive/managerial,M
51077,27,sales/marketing,M
19772,28,college/grad student,M
75496,26,executive/managerial,M
96513,29,college/grad student,M
87790,33,self-employed,M
82344,28,executive/managerial,M
90050,47,executive/managerial,M
71062,32,executive/managerial,M
25420,32,college/grad student,M
9405,34,executive/managerial,M
48292,25,other or not specified,M
6651,25,sales/marketing,M
16658,20,artist,M
12366,29,homemaker,F
70388,23,sales/marketing,M
31642,51,other or not specified,M
9676,27,other or not specified,M
35762,32,sales/marketing,M
85969,21,sales/marketing,M
51094,31,sales/marketing,M
66197,29,homemaker,M
42407,31,clerical/admin,M
13623,28,sales/marketing,M
53368,34,sales/marketing,M
70146,25,college/grad student,M
52541,29,scientist,M
48287,47,K-12 student,F
30488,31,clerical/admin,F
102452,20,sales/marketing,M
58333,26,self-employed,M
15143,28,college/grad student,M
12570,32,scientist,M
61620,27,academic/educator,M
15755,32,college/grad student,F
35841,30,other or not specified,M
74460,26,college/grad student,F
44363,31,college/grad student,M
20537,34,college/grad student,M
46785,25,clerical/admin,M
96017,48,executive/managerial,M
93520,27,college/grad student,M
77017,27,self-employed,F
7147,31,college/grad student,M
70762,32,executive/managerial,M
32351,28,college/grad student,M
100587,29,sales/marketing,M
18635,28,college/grad student,M
86942,26,executive/managerial,M
62365,27,sales/marketing,M
27828,26,other or not specified,M
74598,41,retired,F
96533,25,sales/marketing,M
10166,29,executive/managerial,M
75140,32,college/grad student,M
50784,31,executive/managerial,M
100602,19,customer service,M
35020,25,executive/managerial,M
84541,15,homemaker,M
86548,31,other or not specified,M
40960,32,sales/marketing,M
97384,34,scientist,M
25253,33,college/grad student,M
73050,25,scientist,M
74048,26,sales/marketing,M
97026,26,scientist,M
27561,34,scientist,M
56429,28,executive/managerial,M
20534,37,academic/educator,F
76428,27,self-employed,M
32427,26,other or not specified,M
1443,28,executive/managerial,F
100379,25,college/grad student,M
51519,33,executive/managerial,M
18597,28,executive/managerial,M
94907,29,homemaker,F
90264,33,homemaker,M
52015,30,executive/managerial,F
30955,29,college/grad student,M
40060,31,executive/managerial,M
28734,29,college/grad student,M
71705,32,academic/educator,F
97406,27,self-employed,M
28499,33,college/grad student,M
51208,33,self-employed,M
72282,27,other or not specified,M
101362,26,executive/managerial,M
42466,25,sales/marketing,M
15278,29,scientist,M
1105,28,college/grad student,M
94076,34,writer,M
88011,25,other or not specified,M
82042,25,college/grad student,M
77212,15,college/grad student,M
95830,18,scientist,M
55027,26,lawyer,M
26329,33,sales/marketing,M
85858,25,college/grad student,M
25531,31,college/grad student,M
60477,34,scientist,M
19521,27,homemaker,F
43966,27,homemaker,M
33384,19,sales/marketing,M
95484,30,executive/managerial,M
96552,20,sales/marketing,M
18800,32,executive/managerial,M
58204,28,self-employed,M
90016,32,other or not specified,F
19687,46,self-employed,M
93324,26,executive/managerial,M
28324,25,executive/managerial,M
24173,31,college/grad student,M
89372,30,self-employed,M
8204,26,sales/marketing,M
100942,33,college/grad student,M
89014,32,executive/managerial,M
79158,31,college/grad student,M
14078,28,sales/marketing,M
61112,27,scientist,F
97851,33,self-employed,M
76191,27,executive/managerial,M
50418,30,self-employed,M
68939,34,academic/educator,F
95065,25,scientist,M
34103,26,sales/marketing,M
21164,19,scientist,M
60789,27,executive/managerial,M
72318,28,executive/managerial,M
6680,33,college/grad student,M
67255,30,scientist,M
33764,25,sales/marketing,M
62215,33,self-employed,M
23872,25,sales/marketing,M
7168,25,scientist,M
38521,25,college/grad student,M
8097,31,executive/managerial,M
37499,24,executive/managerial,M
52213,21,scientist,M
9076,34,executive/managerial,M
75432,27,other or not specified,M
96638,27,college/grad student,M
90185,30,other or not specified,M
76042,29,college/grad student,M
78257,30,self-employed,M
37421,34,college/grad student,M
42895,30,sales/marketing,F
71702,43,executive/managerial,M
32289,21,homemaker,F
45677,28,self-employed,M
101409,28,college/grad student,M
9982,32,scientist,M
37771,41,executive/managerial,M
27601,37,academic/educator,M
62983,33,college/grad student,M
22457,29,executive/managerial,M
74492,26,sales/marketing,M
22681,26,homemaker,M
24644,27,college/grad student,M
53760,26,college/grad student,M
98332,18,scientist,M
85081,29,college/grad student,F
19636,31,executive/managerial,M
103149,62,retired,M
33954,33,sales/marketing,M
36551,29,college/grad student,M
3649,31,sales/marketing,F
81820,28,executive/managerial,M
84217,28,other or not specified,M
98047,32,college/grad student,M
85336,28,sales/marketing,M
98809,34,sales/marketing,M
96238,27,college/grad student,M
41879,27,self-employed,M
5842,22,technician/engineer,M
46827,25,executive/managerial,M
99425,26,scientist,M
93396,27,self-employed,M
90359,29,college/grad student,M
53922,31,sales/marketing,M
87535,27,college/grad student,M
102492,18,retired,M
86462,27,executive/managerial,M
94462,31,executive/managerial,M
48135,26,other or not specified,F
93446,34,scientist,F
8283,30,scientist,M
94016,34,sales/marketing,M
70534,10,K-12 student,F
75299,39,writer,M
73027,30,self-employed,M
66008,26,college/grad student,M
58210,42,executive/managerial,M
21229,27,executive/managerial,M
83075,33,homemaker,M
87294,31,sales/marketing,M
23956,30,college/grad student,M
76381,19,self-employed,F
95385,26,sales/marketing,M
32770,28,self-employed,F
57928,30,programmer,M
65834,27,executive/managerial,M
82322,34,college/grad student,M
76161,21,executive/managerial,M
102723,25,executive/managerial,M
64033,28,sales/marketing,M
29876,34,college/grad student,M
72167,29,other or not specified,M
44914,28,college/grad student,M
66865,33,executive/managerial,M
79882,34,college/grad student,M
4500,26,sales/marketing,F
47949,29,lawyer,M
31298,31,self-employed,M
75096,26,scientist,M
12934,27,scientist,M
74621,30,other or not specified,M
58578,30,executive/managerial,M
83752,21,self-employed,M
76223,28,programmer,M
10495,28,homemaker,M
27683,27,college/grad student,M
19123,43,technician/engineer,M
103454,22,scientist,M
42218,32,executive/managerial,M
5501,28,college/grad student,M
102873,26,academic/educator,F
50329,25,scientist,F
33377,32,sales/marketing,M
13177,29,college/grad student,M
101111,25,scientist,M
61794,31,retired,F
18614,33,executive/managerial,M
21781,33,sales/marketing,F
68037,19,sales/marketing,M
81998,31,college/grad student,M
96413,33,executive/managerial,M
37035,26,college/grad student,M
63312,22,sales/marketing,M
45206,39,scientist,M
23211,18,scientist,M
93865,28,other or not specified,M
47404,28,executive/managerial,M
87419,33,scientist,M
49677,19,other or not specified,M
101741,33,executive/managerial,M
55326,34,sales/marketing,M
100624,29,sales/marketing,M
101269,27,college/grad student,F
81099,27,other or not specified,M
97819,34,sales/marketing,F
34992,25,college/grad student,M
55663,29,college/grad student,M
47442,28,executive/managerial,M
78026,33,executive/managerial,M
95858,26,scientist,M
59675,18,K-12 student,M
14741,32,self-employed,M
89934,32,college/grad student,M
56086,33,college/grad student,M
666,32,other or not specified,M
37159,27,college/grad student,M
29847,32,college/grad student,M
30675,25,executive/managerial,M
103314,32,executive/managerial,M
45989,26,sales/marketing,M
10705,26,self-employed,M
72122,28,homemaker,M
89763,28,programmer,M
102877,44,scientist,M
73785,29,scientist,M
48734,31,scientist,M
76184,25,college/grad student,M
2627,30,college/grad student,M
38893,18,sales/marketing,M
10507,19,other or not specified,M
71837,33,college/grad student,M
99158,28,executive/managerial,M
29929,33,sales/marketing,M
5593,26,scientist,M
31904,43,executive/managerial,F
71805,33,executive/managerial,M
59045,33,academic/educator,M
28531,31,artist,F
90538,32,college/grad student,M
72018,25,executive/managerial,M
37672,27,technician/engineer,M
76528,25,college/grad student,F
18114,25,college/grad student,F
101394,25,lawyer,M
35029,25,college/grad student,M
100639,29,sales/marketing,M
95395,39,lawyer,M
92584,32,sales/marketing,M
29048,29,college/grad student,M
72482,31,clerical/admin,F
52638,28,college/grad student,F
35415,25,sales/marketing,M
20088,30,executive/managerial,M
26810,29,scientist,M
5561,33,college/grad student,F
67691,42,executive/managerial,M
26510,37,self-employed,M
92843,32,homemaker,M
57616,56,retired,M
61588,32,other or not specified,M
62895,31,executive/managerial,F
64430,41,artist,M
73709,27,self-employed,M
31052,29,sales/marketing,M
1729,26,clerical/admin,M
90232,28,sales/marketing,M
12607,26,artist,F
54225,28,college/grad student,M
12602,25,sales/marketing,F
21486,31,college/grad student,M
60587,23,sales/marketing,M
72367,25,other or not specified,M
57792,34,scientist,M
39781,26,college/grad student,M
97623,80,K-12 student,F
64340,25,executive/managerial,M
95308,26,lawyer,M
54572,29,college/grad student,M
2676,29,self-employed,M
37719,32,self-employed,M
96293,25,scientist,M
23105,28,sales/marketing,M
69739,26,academic/educator,M
14203,25,executive/managerial,M
67291,33,scientist,M
40055,26,college/grad student,M
75079,27,sales/marketing,M
8118,34,college/grad student,M
100002,30,artist,M
90808,33,college/grad student,M
36426,28,college/grad student,M
12597,18,sales/marketing,M
57825,33,K-12 student,M
40935,34,college/grad student,M
50136,28,college/grad student,F
47008,30,college/grad student,M
15153,31,executive/managerial,M
13424,26,executive/managerial,M
82978,25,scientist,M
26947,27,artist,F
85428,32,scientist,M
50995,32,executive/managerial,M
94645,31,executive/managerial,M
